#SourceA	SourceB	SourceA_Transcript_ID	SourceB_Transcript_ID	Call	Score	SourceA_Gene	SourceB_Gene	Category
C	A	transcriptC706		absent_transcript	0	geneC1168	geneA41587	
A	C	transcriptA95402		absent_gene	0	transcriptA95402		match_not_same_gene
A	C	transcriptA95776		absent_transcript	0	geneA255	geneC39903	
A	C	transcriptA96038		absent_transcript	0	geneA32231	geneC32616	changed_exons
A	C	transcriptA96535	transcriptC48061	multiple_transcript	0	geneA7138	geneC18515	
A	C	transcriptA96535	transcriptC19193	multiple_transcript	0	geneA7138	geneC37875	
A	C	transcriptA96874		absent_transcript	0	geneA35520	geneC38377	
A	C	transcriptA98528		absent_transcript	0	geneA17350	geneC12674	
A	C	transcriptA98955	transcriptC48228	unique_transcript	0	geneA20285	geneC15530	exact_match
A	C	transcriptA99865	transcriptC7296	unique_transcript	0	geneA14875	geneC2339	target_contained
A	C	transcriptA99934		absent_transcript	0	geneA20676	geneC31583	
A	C	transcriptA100034		absent_transcript	0	geneA39694	geneC33388	
A	C	transcriptA100337		absent_transcript	0	geneA42124	geneC14131	
A	C	transcriptA100848		absent_transcript	0	geneA32231	geneC32616	
A	C	transcriptA100998		absent_transcript	0	geneA8280	geneC38984	
A	C	transcriptA101790		absent_transcript	0	geneA6621	geneC21146	
A	C	transcriptA102626		absent_transcript	0	geneA35520	geneC38652	
A	C	transcriptA102741	transcriptC25411	unique_transcript	0	geneA6621	geneC18903	target_contained
A	C	transcriptA102885		absent_transcript	0	geneA20676	geneC31583	
A	C	transcriptA103216		absent_transcript	0	geneA16485	geneC11882	
A	C	transcriptA105112		absent_transcript	0	geneA35520	geneC38652	
A	C	transcriptA105958	transcriptC30338	unique_transcript	0	geneA8281	geneC16713	all_jxn_match
A	C	transcriptA106496		absent_transcript	0	geneA14875	geneC37358	
A	C	transcriptA106549	transcriptC27124	unique_transcript	0	geneA39888	geneC6998	exact_match
A	C	transcriptA106588		absent_transcript	0	geneA8280	geneC38984	
A	C	transcriptA106732		absent_transcript	0	geneA12428	geneC8126	
A	C	transcriptA107322		absent_transcript	0	geneA14875	geneC36346	changed_exons
A	C	transcriptA107386		absent_transcript	0	geneA35520	geneC38652	
A	C	transcriptA107468		absent_transcript	0	geneA35520	geneC38652	
A	C	transcriptA107513		absent_transcript	0	geneA39695	geneC33388	changed_exons
A	C	transcriptA107885		absent_transcript	0	geneA20676	geneC31583	
A	C	transcriptA108164	transcriptC25411	unique_transcript	0	geneA6621	geneC18903	target_contained
A	C	transcriptA108175		absent_transcript	0	geneA35520	geneC38652	
A	C	transcriptA108474		absent_gene	0	transcriptA108474		match_not_same_gene
A	C	transcriptA108979	transcriptC20349	unique_transcript	0	geneA20291	geneC15537	exact_match
A	C	transcriptA109051		absent_transcript	0	geneA12428	geneC39149	
A	C	transcriptA110365	transcriptC49744	multiple_transcript	0	geneA25622	geneC20561	
A	C	transcriptA110365	transcriptC49744	multiple_transcript	0	geneA25622	geneC20561	
A	C	transcriptA110418		absent_gene	0	transcriptA110418		match_not_same_gene
A	C	transcriptA110427	transcriptC30726	multiple_transcript	0	geneA39888	geneC719	
A	C	transcriptA110427	transcriptC27124	multiple_transcript	0	geneA39888	geneC6998	
A	C	transcriptA110427	transcriptC27399	multiple_transcript	0	geneA39888	geneC14879	
A	C	transcriptA110427	transcriptC38614	multiple_transcript	0	geneA39888	geneC27287	
A	C	transcriptA110823		absent_transcript	0	geneA35520	geneC38652	
A	C	transcriptA110909		absent_transcript	0	geneA39694	geneC33388	
A	C	transcriptA110920		absent_transcript	0	geneA39694	geneC33392	
A	C	transcriptA111108		absent_transcript	0	geneA35520	geneC38652	
A	C	transcriptA111724		absent_transcript	0	geneA26673	geneC35964	new_exons
A	C	transcriptA111864	transcriptC25411	unique_transcript	0	geneA6621	geneC18903	target_contained
A	C	transcriptA111868	transcriptC30726	multiple_transcript	0	geneA39888	geneC719	
A	C	transcriptA111868	transcriptC27124	multiple_transcript	0	geneA39888	geneC6998	
A	C	transcriptA112148		absent_transcript	0	geneA12607	geneC37781	
A	C	transcriptA112175	transcriptC27124	multiple_transcript	0	geneA39888	geneC6998	
A	C	transcriptA112175	transcriptC35792	multiple_transcript	0	geneA39888	geneC26324	
A	C	transcriptA112218		absent_transcript	0	geneA35520	geneC28093	
A	C	transcriptA112362		absent_transcript	0	geneA35520	geneC38652	
A	C	transcriptA112888		absent_transcript	0	geneA12607	geneC37781	
A	C	transcriptA112904	transcriptC36865	multiple_transcript	0	geneA16485	geneC11882	
A	C	transcriptA112904	transcriptC36865	multiple_transcript	0	geneA16485	geneC11882	
A	C	transcriptA112904	transcriptC36865	multiple_transcript	0	geneA16485	geneC11882	
A	C	transcriptA114041		absent_transcript	0	geneA35520	geneC38652	
A	C	transcriptA114158	transcriptC29201	unique_transcript	0	geneA4128	geneC3307	exact_match
A	C	transcriptA114627		absent_transcript	0	geneA35520	geneC38652	
A	C	transcriptA114634		absent_transcript	0	geneA20676	geneC31583	
A	C	transcriptA114684		absent_transcript	0	geneA3421	geneC2730	
A	C	transcriptA115025		absent_transcript	0	geneA41459	geneC35016	
A	C	transcriptA115552		absent_transcript	0	geneA16485	geneC11882	
A	C	transcriptA115649		absent_transcript	0	geneA39694	geneC33388	
A	C	transcriptA116205		absent_transcript	0	geneA1958	geneC1429	
A	C	transcriptA116852	transcriptC25411	unique_transcript	0	geneA6621	geneC18903	target_contained
A	C	transcriptA116984		gene_fusion	0	geneA20282	geneC15525;geneC15526	new_exons
A	C	transcriptA117476		absent_transcript	0	geneA8280	geneC38984	
A	C	transcriptA117744		absent_transcript	0	geneA42124	geneC14131	new_exons
A	C	transcriptA119635		absent_transcript	0	geneA39694	geneC33392	
A	C	transcriptA119652	transcriptC31176	unique_transcript	0	geneA35520	geneC38652	all_jxn_match
A	C	transcriptA119851	transcriptC15660	multiple_transcript	0	geneA35467	geneC29445	
A	C	transcriptA119851	transcriptC15660	multiple_transcript	0	geneA35467	geneC29445	
A	C	transcriptA120346	transcriptC25411	unique_transcript	0	geneA6621	geneC18903	target_contained
A	C	transcriptA120440		absent_transcript	0	geneA4704	geneC38628	
A	C	transcriptA120455		absent_transcript	0	geneA14875	geneC37358	
A	C	transcriptA120576		absent_transcript	0	geneA14952	geneC25419	
A	C	transcriptA120829		absent_transcript	0	geneA12608	geneC37781	
A	C	transcriptA121886		absent_transcript	0	geneA20676	geneC31583	
A	C	transcriptA122304		absent_transcript	0	geneA32231	geneC32616	
A	C	transcriptA122777		absent_transcript	0	geneA255	geneC39903	
A	C	transcriptA122867		absent_transcript	0	geneA20676	geneC31583	
A	C	transcriptA123271		absent_transcript	0	geneA35520	geneC38652	
A	C	transcriptA123352	transcriptC25411	unique_transcript	0	geneA6621	geneC18903	target_contained
A	C	transcriptA123628		absent_transcript	0	geneA8280	geneC38984	
A	C	transcriptA123674	transcriptC25411	unique_transcript	0	geneA6621	geneC18903	target_contained
A	C	transcriptA124611	transcriptC25411	unique_transcript	0	geneA6621	geneC18903	target_contained
A	C	transcriptA124796	transcriptC49744	unique_transcript	0	geneA25622	geneC20561	all_jxn_match
A	C	transcriptA125712	transcriptC7296	unique_transcript	0	geneA14875	geneC2339	target_contained
A	C	transcriptA125721		absent_transcript	0	geneA14599	geneC10023	
A	C	transcriptA125763	transcriptC29697	unique_transcript	0	geneA39697	geneC33392	all_jxn_match
A	C	transcriptA125958	transcriptC25411	unique_transcript	0	geneA6621	geneC18903	target_contained
A	C	transcriptA126200	transcriptC7296	unique_transcript	0	geneA14875	geneC2339	target_contained
A	C	transcriptA126693		absent_transcript	0	geneA39694	geneC33388	
A	C	transcriptA126892		absent_transcript	0	geneA35520	geneC38652	
A	C	transcriptA127101		absent_transcript	0	geneA4704	geneC3818	
A	C	transcriptA127232		absent_transcript	0	geneA20297	geneC38303	
A	C	transcriptA127272		absent_transcript	0	geneA35520	geneC38652	
A	C	transcriptA128220	transcriptC3125	multiple_transcript	0	geneA1914	geneC28346	
A	C	transcriptA128220	transcriptC7625	multiple_transcript	0	geneA1914	geneC28029	
A	C	transcriptA128670		absent_transcript	0	geneA20676	geneC31583	
A	C	transcriptA129358	transcriptC36865	unique_transcript	0	geneA16485	geneC11882	source_contained
A	C	transcriptA129392		absent_transcript	0	geneA4713	geneC37770	
A	C	transcriptA129999		absent_transcript	0	geneA39697	geneC33388	
A	C	transcriptA130471		absent_gene	0	transcriptA130471		match_not_same_gene
A	C	transcriptA130496	transcriptC25411	unique_transcript	0	geneA6621	geneC18903	target_contained
A	C	transcriptA130544		absent_transcript	0	geneA35520	geneC38652	
A	C	transcriptA130699	transcriptC25411	unique_transcript	0	geneA6621	geneC18903	target_contained
A	C	transcriptA130828		absent_transcript	0	geneA26673	geneC35964	new_exons
A	C	transcriptA130975		absent_transcript	0	geneA20676	geneC31583	
A	C	transcriptA131288		absent_transcript	0	geneA35520	geneC38652	
A	C	transcriptA131496		absent_transcript	0	geneA39694	geneC33388	
A	C	transcriptA132057	transcriptC25411	unique_transcript	0	geneA6621	geneC18903	target_contained
A	C	transcriptA132713		absent_transcript	0	geneA4704	geneC10233	
A	C	transcriptA132727		absent_gene	0	transcriptA132727		match_not_same_gene
A	C	transcriptA133145		absent_transcript	0	geneA35520	geneC38652	
A	C	transcriptA134136		absent_transcript	0	geneA3421	geneC2730	
A	C	transcriptA134280		absent_transcript	0	geneA35520	geneC38652	
A	C	transcriptA134782		absent_transcript	0	geneA3433	geneC12467	changed_exons
A	C	transcriptA134800	transcriptC7296	unique_transcript	0	geneA14875	geneC2339	target_contained
A	C	transcriptA135746	transcriptC7296	unique_transcript	0	geneA14875	geneC2339	target_contained
A	C	transcriptA136055		absent_transcript	0	geneA14952	geneC25419	
A	C	transcriptA136206		absent_transcript	0	geneA14875	geneC37358	
A	C	transcriptA136502		absent_transcript	0	geneA15083	geneC10477	
A	C	transcriptA136549	transcriptC11596	unique_transcript	0	geneA13455	geneC9046	exact_match
A	C	transcriptA136976		absent_transcript	0	geneA1910	geneC36825	
A	C	transcriptA137263	transcriptC47186	unique_transcript	0	geneA8281	geneC28031	all_jxn_match
A	C	transcriptA137299		absent_transcript	0	geneA35520	geneC38652	
A	C	transcriptA137391	transcriptC49486	multiple_transcript	0	geneA1958	geneC31491	
A	C	transcriptA137391	transcriptC39301	multiple_transcript	0	geneA1958	geneC39282	
A	C	transcriptA138646		absent_transcript	0	geneA35520	geneC38652	
A	C	transcriptA139610	transcriptC7296	unique_transcript	0	geneA14875	geneC2339	target_contained
A	C	transcriptA139819		absent_transcript	0	geneA35520	geneC38652	
A	C	transcriptA140029		absent_transcript	0	geneA35467	geneC29445	
